user_id,ip_address,latitude,longitude,timezone,device_info,typing_speed,mouse_speed,login_time,geo_velocity
116,192.168.1.25,25.277,55.2962,GST,Windows,3.6,270.0,2025-02-25 23:00:00,0.0
116,192.168.1.25,25.283698,55.338395,GST,Windows,11.18,916.77,2025-02-25 23:43:00,6.010338353907647
116,185.15.4.212,52.52,13.405,Europe/Berlin,macOS,5.41,1951.89,2025-02-27 23:43:00,96.28188004331851
116,159.45.43.196,43.65107,-79.347015,America/Toronto,Windows,5.93,970.88,2025-03-02 19:43:00,95.20564745817447
116,48.132.215.73,43.65107,-79.347015,America/Toronto,iOS,12.27,667.71,2025-03-06 03:43:00,0.0
117,192.168.1.26,-26.2041,28.0473,SAST,MacOS,5.4,350.0,2025-02-26 00:15:00,0.0
117,192.168.1.26,-26.220925,28.012675,SAST,MacOS,14.92,1961.25,2025-02-26 00:54:00,6.043536990337199
117,28.32.17.190,19.076,72.8777,Asia/Mumbai,Android,12.33,1826.23,2025-02-28 19:54:00,104.28655677494665
117,106.94.195.31,40.7128,-74.006,America/New_York,Android,5.87,514.73,2025-03-03 07:54:00,208.9672231888614
117,202.178.30.227,41.0082,28.9784,Europe/Istanbul,Windows,4.46,1259.4,2025-03-07 03:54:00,87.71564975595717
118,192.168.1.27,45.4215,-75.6972,EST,iOS,4.8,330.0,2025-02-26 01:30:00,0.0
118,192.168.1.27,45.391179,-75.736778,EST,iOS,5.27,345.22,2025-02-26 02:16:00,5.964997860551895
118,166.123.14.231,19.076,72.8777,Asia/Mumbai,Windows,5.71,478.26,2025-02-28 13:16:00,206.38318151995313
118,231.246.63.2,52.52,13.405,Europe/Berlin,Linux,10.29,1571.42,2025-03-02 21:16:00,112.25282254329268
118,199.80.19.168,41.0082,28.9784,Europe/Istanbul,Android,7.58,1388.09,2025-03-05 06:16:00,30.48896970919433
119,192.168.1.28,59.3293,18.0686,CET,Android,4.4,290.0,2025-02-26 02:40:00,0.0
119,192.168.1.28,59.344512,18.080887,CET,Android,2.66,1933.01,2025-02-26 02:58:00,6.097964443839436
119,78.54.37.57,40.7128,-74.006,America/New_York,Android,8.51,1674.96,2025-02-28 02:58:00,131.66401133598976
119,226.46.109.49,-33.8688,151.2093,Australia/Sydney,Windows,2.71,674.3,2025-03-02 10:58:00,285.5138855651668
119,105.176.142.217,25.276987,55.296249,Asia/Dubai,iOS,8.17,687.91,2025-03-05 21:58:00,145.19599982596796
120,192.168.1.29,35.6762,139.65,JST,Linux,4.0,280.0,2025-02-26 03:50:00,0.0
120,192.168.1.29,35.72049,139.629148,JST,Linux,2.81,1933.2,2025-02-26 04:43:00,5.968896306672304
120,211.196.237.246,19.076,72.8777,Asia/Mumbai,iOS,6.81,1527.95,2025-02-28 20:43:00,104.97093124204137
120,187.70.55.135,51.5074,-0.1278,Europe/London,Android,14.86,1493.77,2025-03-03 04:43:00,128.42333085984518
120,156.163.167.139,19.4326,-99.1332,America/Mexico_City,Linux,9.02,1840.3,2025-03-05 23:43:00,133.26481268834644
121,192.168.1.30,37.5665,126.978,KST,Windows,4.6,320.0,2025-02-26 04:10:00,0.0
121,192.168.1.30,37.607776,126.995745,KST,Windows,7.82,1274.25,2025-02-26 04:58:00,6.060892184552327
121,78.7.57.55,-33.8688,151.2093,Australia/Sydney,macOS,12.14,1435.14,2025-02-28 15:58:00,141.2374589789962
121,140.243.8.56,35.6895,139.6917,Asia/Tokyo,Android,4.63,545.38,2025-03-03 12:58:00,113.42936041043049
121,39.214.85.220,-33.9249,18.4241,Africa/Johannesburg,iOS,4.68,504.92,2025-03-05 23:58:00,249.68830841894618
122,192.168.1.31,28.6139,77.209,IST,MacOS,5.2,340.0,2025-02-26 05:25:00,0.0
122,192.168.1.31,28.646876,77.252984,IST,MacOS,5.36,451.75,2025-02-26 06:21:00,6.048907626052729
122,243.184.83.57,52.52,13.405,Europe/Berlin,macOS,12.92,1774.9,2025-02-28 17:21:00,97.98258461967248
122,163.194.201.10,-33.9249,18.4241,Africa/Johannesburg,Windows,4.28,1011.76,2025-03-03 10:21:00,148.07084495925417
122,120.64.213.39,-33.8688,151.2093,Australia/Sydney,macOS,10.58,560.96,2025-03-07 08:21:00,117.14552490676267
123,192.168.1.32,55.6761,12.5683,CET,iOS,3.9,290.0,2025-02-26 06:35:00,0.0
123,192.168.1.32,55.633295,12.558842,CET,iOS,10.79,588.03,2025-02-26 07:23:00,5.99568137759854
123,132.171.208.22,43.65107,-79.347015,America/Toronto,Windows,7.34,686.16,2025-02-28 19:23:00,104.1662587806977
123,249.35.231.220,43.65107,-79.347015,America/Toronto,Windows,12.73,997.99,2025-03-03 16:23:00,0.0
123,170.159.121.155,-33.9249,18.4241,Africa/Johannesburg,iOS,4.17,1815.89,2025-03-07 16:23:00,136.4483228958563
124,192.168.1.33,-37.8136,144.963,AEST,Android,4.3,310.0,2025-02-26 07:45:00,0.0
124,192.168.1.33,-37.768333,144.967594,AEST,Android,4.39,1661.39,2025-02-26 08:35:00,6.059555404748837
124,63.49.101.19,25.276987,55.296249,Asia/Dubai,iOS,7.3,500.63,2025-02-28 22:35:00,188.16558734193933
124,52.140.153.47,40.7128,-74.006,America/New_York,Android,3.47,379.83,2025-03-03 02:35:00,211.5990724177007
124,15.251.249.180,25.276987,55.296249,Asia/Dubai,iOS,5.85,891.54,2025-03-05 19:35:00,169.27925793416057
125,192.168.1.34,6.5244,3.3792,WAT,Linux,4.8,330.0,2025-02-26 08:55:00,0.0
125,192.168.1.34,6.522559,3.403554,WAT,Linux,10.06,1663.03,2025-02-26 09:22:00,5.996195494700534
125,30.244.8.100,25.276987,55.296249,Asia/Dubai,Windows,12.41,1180.58,2025-02-28 09:22:00,122.59083001191607
125,87.249.237.137,52.52,13.405,Europe/Berlin,iOS,11.9,786.52,2025-03-02 15:22:00,85.54672712564422
125,58.233.149.250,52.52,13.405,Europe/Berlin,Linux,9.92,627.08,2025-03-06 14:22:00,0.0
126,192.168.1.35,50.1109,8.6821,CET,Windows,3.7,270.0,2025-02-26 10:05:00,0.0
126,192.168.1.35,50.101421,8.685508,CET,Windows,4.4,1087.67,2025-02-26 10:16:00,5.900059993729133
126,87.49.141.37,35.6895,139.6917,Asia/Tokyo,Linux,2.98,1974.47,2025-02-28 19:16:00,163.73002937948658
126,169.35.134.190,35.6895,139.6917,Asia/Tokyo,iOS,5.95,413.66,2025-03-03 10:16:00,0.0
126,100.167.161.173,43.65107,-79.347015,America/Toronto,macOS,7.67,763.78,2025-03-06 00:16:00,166.93885628401893
127,192.168.1.36,-12.0464,-77.0428,PET,MacOS,5.3,350.0,2025-02-26 11:15:00,0.0
127,192.168.1.36,-12.052903,-77.052638,PET,MacOS,5.03,618.78,2025-02-26 11:28:00,5.9597857520759945
127,249.103.53.26,-23.5505,-46.6333,America/Sao_Paulo,Android,7.19,1488.14,2025-02-28 23:28:00,57.5833915316323
127,217.80.209.210,-23.5505,-46.6333,America/Sao_Paulo,iOS,7.67,314.48,2025-03-03 00:28:00,0.0
127,90.243.75.200,-33.8688,151.2093,Australia/Sydney,Android,14.32,1822.27,2025-03-06 04:28:00,175.75295356346373
128,192.168.1.37,35.2271,-80.8431,EST,iOS,4.0,290.0,2025-02-26 12:25:00,0.0
128,192.168.1.37,35.230629,-80.800045,EST,iOS,12.13,1982.22,2025-02-26 13:04:00,6.046664636466964
128,15.112.208.192,43.65107,-79.347015,America/Toronto,Android,14.06,929.88,2025-03-01 00:04:00,16.00922096967348
128,229.113.150.30,35.6895,139.6917,Asia/Tokyo,iOS,11.46,1305.45,2025-03-03 22:04:00,147.86012985155963
128,103.92.71.227,39.9042,116.4074,Asia/Shanghai,Android,3.13,1199.96,2025-03-06 01:04:00,41.02743565719867
129,192.168.1.38,-8.4095,115.189,WITA,Android,5.1,350.0,2025-02-26 13:35:00,0.0
129,192.168.1.38,-8.3877,115.193509,WITA,Android,5.61,1838.14,2025-02-26 14:00:00,5.938266169440335
129,81.240.55.227,52.52,13.405,Europe/Berlin,macOS,9.84,622.57,2025-03-01 14:00:00,160.32519500975187
129,179.140.157.201,-33.8688,151.2093,Australia/Sydney,Linux,9.53,860.41,2025-03-03 18:00:00,309.5100419374614
129,100.184.158.207,35.6895,139.6917,Asia/Tokyo,Android,6.9,1174.24,2025-03-07 18:00:00,81.52735279499692
130,192.168.1.39,31.2304,121.474,CST,Linux,4.3,310.0,2025-02-26 14:45:00,0.0
130,192.168.1.39,31.245131,121.443666,CST,Linux,6.51,1036.64,2025-02-26 15:18:00,6.030351993296086
130,84.72.232.5,35.6895,139.6917,Asia/Tokyo,Android,3.65,364.32,2025-03-01 03:18:00,29.338162725959936
130,252.253.204.153,-23.5505,-46.6333,America/Sao_Paulo,Linux,14.96,769.5,2025-03-03 21:18:00,280.8222173629328
130,173.70.33.229,19.076,72.8777,Asia/Kolkata,Windows,11.02,1841.62,2025-03-05 22:18:00,281.1026475222887
131,192.168.1.40,18.5204,73.8567,IST,Windows,4.6,330.0,2025-02-26 15:55:00,0.0
131,192.168.1.40,18.547171,73.813998,IST,Windows,12.0,1276.75,2025-02-26 16:49:00,5.996838624257911
131,215.123.248.211,35.6895,139.6917,Asia/Tokyo,Windows,12.99,1686.57,2025-03-01 04:49:00,111.16327666242255
131,160.103.70.220,52.52,13.405,Europe/Berlin,Linux,14.32,1056.86,2025-03-03 09:49:00,168.2286427988172
131,29.46.237.167,51.5074,-0.1278,Europe/London,Windows,4.9,976.6,2025-03-06 14:49:00,12.098320872822587
132,192.168.1.41,41.0082,28.9784,TRT,MacOS,5.2,320.0,2025-02-26 17:05:00,0.0
132,192.168.1.41,41.030143,28.978352,TRT,MacOS,12.05,578.4,2025-02-26 17:30:00,5.855896724893235
132,99.85.14.117,-23.5505,-46.6333,America/Sao_Paulo,Linux,3.7,1670.45,2025-03-01 14:30:00,153.40013766243914
132,94.13.59.161,40.7128,-74.006,America/New_York,iOS,9.61,1394.91,2025-03-04 14:30:00,106.74494691172583
132,72.75.211.238,52.52,13.405,Europe/Berlin,Android,9.23,1523.54,2025-03-08 07:30:00,71.74171242119539
133,192.168.1.42,35.8617,104.195,CST,iOS,3.9,280.0,2025-02-26 18:15:00,0.0
133,192.168.1.42,35.864423,104.193016,CST,iOS,9.27,743.52,2025-02-26 18:18:00,7.032588148789889
133,66.244.237.29,-23.5505,-46.6333,America/Sao_Paulo,Android,11.37,604.05,2025-03-01 03:18:00,296.47397199988376
133,13.208.155.78,-33.9249,18.4241,Africa/Johannesburg,macOS,2.74,610.45,2025-03-03 12:18:00,111.31061364325252
133,21.193.73.90,43.65107,-79.347015,America/Toronto,Android,4.86,989.67,2025-03-06 16:18:00,172.3557762895027
134,192.168.1.43,22.3964,114.109,HKT,Android,4.1,310.0,2025-02-26 19:25:00,0.0
134,192.168.1.43,22.358683,114.116757,HKT,Android,6.69,1609.19,2025-02-26 20:07:00,6.098731586006422
134,227.252.166.38,52.52,13.405,Europe/Berlin,iOS,6.59,1870.96,2025-03-01 15:07:00,130.48337158832666
134,68.251.149.123,25.276987,55.296249,Asia/Dubai,iOS,12.31,1361.32,2025-03-04 11:07:00,67.93416565859982
134,169.208.126.200,41.0082,28.9784,Europe/Istanbul,Windows,9.17,1681.72,2025-03-07 10:07:00,42.1251757675846
135,192.168.1.44,-34.6037,-58.3816,ART,Linux,4.7,290.0,2025-02-26 20:35:00,0.0
135,192.168.1.44,-34.61258,-58.401935,ART,Linux,12.44,341.12,2025-02-26 20:56:00,6.019359888502728
135,36.211.117.81,52.52,13.405,Europe/Berlin,Windows,2.21,1363.26,2025-02-28 23:56:00,233.5577548479768
135,121.122.167.123,19.076,72.8777,Asia/Kolkata,Android,3.11,1368.55,2025-03-03 17:56:00,95.24481912764227
135,206.227.71.39,19.076,72.8777,Asia/Kolkata,macOS,3.36,1246.08,2025-03-06 09:56:00,0.0
136,192.168.1.45,59.9139,10.7522,CET,Windows,3.6,270.0,2025-02-26 21:45:00,0.0
136,192.168.1.45,59.885746,10.744474,CET,Windows,4.88,1765.15,2025-02-26 22:17:00,5.925177826017529
136,242.85.251.4,-23.5505,-46.6333,America/Sao_Paulo,iOS,10.34,1561.77,2025-03-01 20:17:00,151.86932195352458
136,137.106.221.71,-33.8688,151.2093,Australia/Sydney,Android,12.16,308.95,2025-03-03 20:17:00,278.2755098088176
136,51.165.116.222,-33.8688,151.2093,Australia/Sydney,Android,7.63,1437.93,2025-03-06 20:17:00,0.0
137,192.168.1.46,14.5995,120.984,PHT,MacOS,5.4,350.0,2025-02-26 22:55:00,0.0
137,192.168.1.46,14.570751,121.023184,PHT,MacOS,11.19,1328.94,2025-02-26 23:47:00,6.105515832491665
137,83.58.111.214,43.65107,-79.347015,America/Toronto,Android,12.09,1043.79,2025-03-01 20:47:00,191.56325654283847
137,231.163.109.39,25.276987,55.296249,Asia/Dubai,Windows,9.44,1802.68,2025-03-04 09:47:00,181.37228346807822
137,165.246.218.2,19.076,72.8777,Asia/Kolkata,Linux,14.38,1595.35,2025-03-07 01:47:00,30.234745712893847
138,192.168.1.47,25.033,121.565,CST,iOS,4.8,330.0,2025-02-26 23:59:00,0.0
138,192.168.1.47,25.073206,121.558993,CST,iOS,11.58,367.86,2025-02-27 00:44:00,6.015298269266627
138,185.55.3.97,19.076,72.8777,Asia/Mumbai,Windows,12.71,1608.13,2025-03-01 12:44:00,83.90832037476746
138,87.199.110.206,52.52,13.405,Europe/Berlin,Android,5.29,1077.67,2025-03-03 22:44:00,108.3820355590412
138,102.195.234.110,35.6895,139.6917,Asia/Tokyo,iOS,7.98,651.02,2025-03-06 14:44:00,139.3143448177705
139,192.168.1.48,-1.2864,36.8172,EAT,Android,4.4,290.0,2025-02-27 01:10:00,0.0
139,192.168.1.48,-1.293737,36.836695,EAT,Android,10.8,1722.51,2025-02-27 01:33:00,6.0408864029423635
139,41.31.160.154,-23.5505,-46.6333,America/Sao_Paulo,Windows,3.85,1538.91,2025-03-02 00:33:00,130.7678204379231
139,125.139.248.122,35.6895,139.6917,Asia/Tokyo,Linux,9.98,1964.91,2025-03-04 04:33:00,356.4281989606455
139,215.23.214.251,-23.5505,-46.6333,America/Sao_Paulo,iOS,10.3,1777.97,2025-03-06 16:33:00,308.90443909922607
140,192.168.1.49,43.6532,-79.3832,EST,Linux,4.0,280.0,2025-02-27 02:20:00,0.0
140,192.168.1.49,43.666863,-79.352689,EST,Linux,4.33,958.61,2025-02-27 02:49:00,5.972237045999808
140,54.5.254.11,-23.5505,-46.6333,America/Sao_Paulo,Android,14.27,556.63,2025-03-01 17:49:00,129.93816998668643
140,165.181.239.235,25.276987,55.296249,Asia/Dubai,Windows,10.11,926.1,2025-03-03 21:49:00,235.21218545186957
140,64.107.103.13,43.65107,-79.347015,America/Toronto,Windows,2.55,1901.08,2025-03-07 21:49:00,115.24697178700804
141,192.168.1.50,48.8566,2.3522,CET,Windows,4.5,320.0,2025-02-27 03:30:00,0.0
141,192.168.1.50,48.848221,2.364423,CET,Windows,11.55,1351.04,2025-02-27 03:43:00,5.960583943269451
141,26.116.23.134,-23.5505,-46.6333,America/Sao_Paulo,iOS,12.88,400.59,2025-03-01 11:43:00,167.8902693286391
141,195.210.245.239,-23.5505,-46.6333,America/Sao_Paulo,Windows,12.73,1661.94,2025-03-04 03:43:00,0.0
141,136.111.154.110,35.6895,139.6917,Asia/Tokyo,Windows,7.72,1397.31,2025-03-06 17:43:00,298.9397797734446
142,192.168.1.51,40.7128,-74.006,EST,MacOS,5.0,340.0,2025-02-27 04:40:00,0.0
142,192.168.1.51,40.681647,-73.988004,EST,MacOS,12.3,797.12,2025-02-27 05:18:00,5.971141682969587
142,215.64.93.165,-33.8688,151.2093,Australia/Sydney,Windows,10.69,343.42,2025-03-01 17:18:00,266.50083742901967
142,68.194.130.87,43.65107,-79.347015,America/Toronto,Android,11.49,1662.58,2025-03-03 18:18:00,317.7655930022559
142,225.204.165.156,-6.2088,106.8456,Asia/Jakarta,macOS,11.08,1210.83,2025-03-06 23:18:00,205.29779070550723
143,192.168.1.52,-33.8688,151.209,AEST,iOS,4.2,300.0,2025-02-27 05:50:00,0.0
143,192.168.1.52,-33.914898,151.25697,AEST,iOS,9.43,562.92,2025-02-27 06:58:00,5.976556208729825
143,137.78.57.92,35.6895,139.6917,Asia/Tokyo,Windows,14.7,1347.76,2025-03-01 10:58:00,150.62372773571414
143,36.237.99.215,-33.9249,18.4241,Africa/Johannesburg,Android,8.34,1455.16,2025-03-03 12:58:00,294.6322039343565
143,177.196.36.71,-33.9249,18.4241,Africa/Johannesburg,Windows,6.2,1137.07,2025-03-06 12:58:00,0.0
144,192.168.1.53,52.52,13.405,CET,Android,4.6,330.0,2025-02-27 07:00:00,0.0
144,192.168.1.53,52.544629,13.358206,CET,Android,6.83,915.8,2025-02-27 07:41:00,6.125164911668104
144,210.94.40.27,-33.9249,18.4241,Africa/Johannesburg,macOS,11.93,1639.25,2025-03-01 07:41:00,200.574322651785
144,15.4.241.123,-33.9249,18.4241,Africa/Johannesburg,Linux,10.0,1679.34,2025-03-04 03:41:00,0.0
144,199.201.151.95,-23.5505,-46.6333,America/Sao_Paulo,Linux,13.43,326.24,2025-03-06 22:41:00,94.69708921888648
145,192.168.1.54,19.076,72.8777,IST,Linux,5.1,350.0,2025-02-27 08:10:00,0.0
145,192.168.1.54,19.096508,72.891354,IST,Linux,4.16,577.2,2025-02-27 08:37:00,5.987150612215226
145,149.186.198.181,-23.5505,-46.6333,America/Sao_Paulo,Linux,10.92,926.51,2025-03-01 15:37:00,250.473453035857
145,40.46.120.243,35.6895,139.6917,Asia/Tokyo,Android,5.45,1885.66,2025-03-04 10:37:00,276.63084098438156
145,108.182.26.253,-6.2088,106.8456,Asia/Jakarta,Android,6.75,1921.28,2025-03-07 00:37:00,93.31423437531784
146,192.168.1.55,34.0522,-118.244,PST,Windows,3.8,290.0,2025-02-27 09:20:00,0.0
146,192.168.1.55,34.084964,-118.288656,PST,Windows,8.54,1352.7,2025-02-27 10:15:00,5.9942415957337865
146,162.110.252.218,-33.8688,151.2093,Australia/Sydney,Linux,9.9,1110.2,2025-03-02 01:15:00,191.6135603123163
146,79.227.100.109,43.65107,-79.347015,America/Toronto,Linux,12.55,576.59,2025-03-04 20:15:00,232.39573219567967
146,40.164.76.152,35.6895,139.6917,Asia/Tokyo,Android,5.44,1089.41,2025-03-08 13:15:00,116.29448415291206
147,192.168.1.56,55.7558,37.6173,MSK,MacOS,4.9,320.0,2025-02-27 10:30:00,0.0
147,192.168.1.56,55.709547,37.571284,MSK,MacOS,12.96,1521.52,2025-02-27 11:29:00,5.994979476619282
147,225.176.233.153,-33.8688,151.2093,Australia/Sydney,iOS,6.68,1522.22,2025-03-02 00:29:00,237.68513371056443
